game_id,name,team,seed,number,goals,assists,ds,turns
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Jamie Johnson,Carleton College,6,63,0,0,0,0
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Arielle Koshkin,Carleton College,6,04,1,0,2,1
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Emily Kampa,Carleton College,6,23,0,0,0,0
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Caroline Sheffield,Carleton College,6,08,1,0,0,0
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Lucia Childs-Walker,Carleton College,6,10,0,1,0,4
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Megan Chavez,Carleton College,6,22,0,0,0,0
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Emma Nicosia,Carleton College,6,11,3,1,2,1
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Caire Thallon,Carleton College,6,35,0,0,0,0
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Hannah Tremblay,Carleton College,6,24,0,0,0,0
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Nami Sumida,Carleton College,6,15,0,0,0,0
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Kersten Barton,Carleton College,6,34,0,0,3,5
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Annika Ord,Carleton College,6,13,0,0,0,0
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Katie Ciaglo,Carleton College,6,45,0,1,0,7
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Leah Cromer,Carleton College,6,03,1,0,1,1
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Julia Snyder,Carleton College,6,27,1,7,1,6
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Claire Rostov,Carleton College,6,14,0,0,0,0
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Clara Hazlett-Norman,Carleton College,6,26,0,0,0,0
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Sarah Robinson,Carleton College,6,81,1,1,0,2
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Emily Buckner,Carleton College,6,05,4,2,1,2
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Elizabeth Borden,Carleton College,6,12,0,1,0,1
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Bri Rick,Carleton College,6,07,1,1,0,1
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Ahna Weeks,Carleton College,6,21,2,0,2,0
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Shelby Parton,Northeastern,15,13,0,0,0,1
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Jaclyn Phillips,Northeastern,15,06,0,0,0,0
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Grace Lin,Northeastern,15,09,0,0,1,2
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Jenni-Lyn Ladutko,Northeastern,15,31,1,0,2,6
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Kathryn Flood,Northeastern,15,20,4,2,6,4
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Nicole Canning,Northeastern,15,12,0,0,1,1
DClQY99QTof8NL7UWozAW+ukVEDkHu2hzh/qVs3/x9E=,Melissa Ellis,Northeastern,15,22,1,3,2,6
